MAF3.0信号,MAF3.0信号,信号名称,共享内存内部信号,取值范围 单位 DBC名称,理论值factor,理论值offset,MAF获取理论值真值,MAF获取理论值,允许误差%,0不测试 1测试,0：上行 1：下行,发送信号值,发送信号值,发送信号值
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[1].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[1],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[1].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[1],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[1].exist_prob,目标存在概率,ObjExistProb[1],NA,1,0,0.03,"=ROUND(F457,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].sensor_tag,传感器标志,ObjStatus[2],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].object_id,目标id ,ObjID[2],NA,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].relative_position.x,目标物在x方向的位置,ObjDistX[2],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].relative_position.y,目标物在y方向的位置,ObjDistY[2],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[2],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[2],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[2],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[2].exist_prob,目标存在概率,ObjExistProb[2],NA,1,0,0.03,"=ROUND(F465,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].sensor_tag,传感器标志,ObjStatus[3],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].object_id,目标id ,ObjID[3],NA,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].relative_position.x,目标物在x方向的位置,ObjDistX[3],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].relative_position.y,目标物在y方向的位置,ObjDistY[3],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[3],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[3],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[3],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[3].exist_prob,目标存在概率,ObjExistProb[3],NA,1,0,0.03,"=ROUND(F473,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].sensor_tag,传感器标志,ObjStatus[4],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].object_id,目标id ,ObjID[4],NA,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].relative_position.x,目标物在x方向的位置,ObjDistX[4],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].relative_position.y,目标物在y方向的位置,ObjDistY[4],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[4],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[4],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[4],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[4].exist_prob,目标存在概率,ObjExistProb[4],NA,1,0,0.03,"=ROUND(F481,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].sensor_tag,传感器标志,ObjStatus[5],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].object_id,目标id ,ObjID[5],NA,1,0,5,Senddata * Factor + Offset,0,1,0,5,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].relative_position.x,目标物在x方向的位置,ObjDistX[5],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].relative_position.y,目标物在y方向的位置,ObjDistY[5],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[5],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[5],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[5],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[5].exist_prob,目标存在概率,ObjExistProb[5],NA,1,0,0.03,"=ROUND(F489,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].sensor_tag,传感器标志,ObjStatus[6],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].object_id,目标id ,ObjID[6],NA,1,0,6,Senddata * Factor + Offset,0,1,0,6,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].relative_position.x,目标物在x方向的位置,ObjDistX[6],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].relative_position.y,目标物在y方向的位置,ObjDistY[6],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[6],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[6],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[6],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[6].exist_prob,目标存在概率,ObjExistProb[6],NA,1,0,0.03,"=ROUND(F497,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].sensor_tag,传感器标志,ObjStatus[7],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].object_id,目标id ,ObjID[7],NA,1,0,7,Senddata * Factor + Offset,0,1,0,7,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].relative_position.x,目标物在x方向的位置,ObjDistX[7],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].relative_position.y,目标物在y方向的位置,ObjDistY[7],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[7],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[7],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[7],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[7].exist_prob,目标存在概率,ObjExistProb[7],NA,1,0,0.03,"=ROUND(F505,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].sensor_tag,传感器标志,ObjStatus[8],NA,1,0,8,Senddata * Factor + Offset,0,0,0,8,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].object_id,目标id ,ObjID[8],NA,1,0,8,Senddata * Factor + Offset,0,1,0,8,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].relative_position.x,目标物在x方向的位置,ObjDistX[8],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].relative_position.y,目标物在y方向的位置,ObjDistY[8],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[8],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[8],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[8],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[8].exist_prob,目标存在概率,ObjExistProb[8],NA,1,0,0.03,"=ROUND(F513,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].sensor_tag,传感器标志,ObjStatus[9],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].object_id,目标id ,ObjID[9],NA,1,0,9,Senddata * Factor + Offset,0,1,0,9,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].relative_position.x,目标物在x方向的位置,ObjDistX[9],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].relative_position.y,目标物在y方向的位置,ObjDistY[9],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[9],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[9],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[9],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[9].exist_prob,目标存在概率,ObjExistProb[9],NA,1,0,0.03,"=ROUND(F521,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].sensor_tag,传感器标志,ObjStatus[10],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].object_id,目标id ,ObjID[10],NA,1,0,10,Senddata * Factor + Offset,0,1,0,10,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].relative_position.x,目标物在x方向的位置,ObjDistX[10],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].relative_position.y,目标物在y方向的位置,ObjDistY[10],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[10],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[10],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[10],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[10].exist_prob,目标存在概率,ObjExistProb[10],NA,1,0,0.03,"=ROUND(F529,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].sensor_tag,传感器标志,ObjStatus[11],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].object_id,目标id ,ObjID[11],NA,1,0,11,Senddata * Factor + Offset,0,1,0,11,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].relative_position.x,目标物在x方向的位置,ObjDistX[11],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].relative_position.y,目标物在y方向的位置,ObjDistY[11],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[11],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[11],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[11],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[11].exist_prob,目标存在概率,ObjExistProb[11],NA,1,0,0.03,"=ROUND(F537,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].sensor_tag,传感器标志,ObjStatus[12],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].object_id,目标id ,ObjID[12],NA,1,0,12,Senddata * Factor + Offset,0,1,0,12,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].relative_position.x,目标物在x方向的位置,ObjDistX[12],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].relative_position.y,目标物在y方向的位置,ObjDistY[12],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[12],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[12],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[12],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[12].exist_prob,目标存在概率,ObjExistProb[12],NA,1,0,0.03,"=ROUND(F545,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].sensor_tag,传感器标志,ObjStatus[13],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].object_id,目标id ,ObjID[13],NA,1,0,13,Senddata * Factor + Offset,0,1,0,13,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].relative_position.x,目标物在x方向的位置,ObjDistX[13],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].relative_position.y,目标物在y方向的位置,ObjDistY[13],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[13],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[13],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[13],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[13].exist_prob,目标存在概率,ObjExistProb[13],NA,1,0,0.03,"=ROUND(F553,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].sensor_tag,传感器标志,ObjStatus[14],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].object_id,目标id ,ObjID[14],NA,1,0,14,Senddata * Factor + Offset,0,1,0,14,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].relative_position.x,目标物在x方向的位置,ObjDistX[14],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].relative_position.y,目标物在y方向的位置,ObjDistY[14],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[14],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[14],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[14],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[14].exist_prob,目标存在概率,ObjExistProb[14],NA,1,0,0.03,"=ROUND(F561,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].sensor_tag,传感器标志,ObjStatus[15],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].object_id,目标id ,ObjID[15],NA,1,0,15,Senddata * Factor + Offset,0,1,0,15,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].relative_position.x,目标物在x方向的位置,ObjDistX[15],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].relative_position.y,目标物在y方向的位置,ObjDistY[15],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[15],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[15],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[15],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[15].exist_prob,目标存在概率,ObjExistProb[15],NA,1,0,0.03,"=ROUND(F569,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].sensor_tag,传感器标志,ObjStatus[16],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].object_id,目标id ,ObjID[16],NA,1,0,16,Senddata * Factor + Offset,0,1,0,16,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].relative_position.x,目标物在x方向的位置,ObjDistX[16],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].relative_position.y,目标物在y方向的位置,ObjDistY[16],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[16],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[16],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[16],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[16].exist_prob,目标存在概率,ObjExistProb[16],NA,1,0,0.03,"=ROUND(F577,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].sensor_tag,传感器标志,ObjStatus[17],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].object_id,目标id ,ObjID[17],NA,1,0,17,Senddata * Factor + Offset,0,1,0,17,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].relative_position.x,目标物在x方向的位置,ObjDistX[17],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].relative_position.y,目标物在y方向的位置,ObjDistY[17],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[17],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[17],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[17],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[17].exist_prob,目标存在概率,ObjExistProb[17],NA,1,0,0.03,"=ROUND(F585,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].sensor_tag,传感器标志,ObjStatus[18],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].object_id,目标id ,ObjID[18],NA,1,0,18,Senddata * Factor + Offset,0,1,0,18,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].relative_position.x,目标物在x方向的位置,ObjDistX[18],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].relative_position.y,目标物在y方向的位置,ObjDistY[18],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[18],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[18],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[18],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[18].exist_prob,目标存在概率,ObjExistProb[18],NA,1,0,0.03,"=ROUND(F593,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].sensor_tag,传感器标志,ObjStatus[19],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].object_id,目标id ,ObjID[19],NA,1,0,19,Senddata * Factor + Offset,0,1,0,19,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].relative_position.x,目标物在x方向的位置,ObjDistX[19],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].relative_position.y,目标物在y方向的位置,ObjDistY[19],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[19],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
